sequence,year,date_original,battle_title,battle_title_zh,state,cwsac,outcome,notes,category,source_url,source_url_zh
258,1864,"May 12 –16, 1864",Battle of Proctor's Creek,,Virginia,B,Confederate,Beauregard defeats Butler.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Proctor's_Creek,
259,1864,"May 13, 1864",Battle of Resaca,,Georgia,C,Inconclusive,Sherman defeats Johnston,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Resaca,
260,1864,"May 15, 1864",Battle of New Market,,Virginia,B,Confederate,Confederate forces halt Union army under Franz Sigel from advance up the Shenandoah Valley .,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_New_Market,
261,1864,"May 16, 1864",Battle of Mansura,,Louisiana,C,Union,Confederates are flanked and forced to retreat.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Mansura,
262,1864,"May 17, 1864",Battle of Adairsville,,Georgia,C,Union,Failed Confederate attempt to destroy part of the Union force approaching Atlanta.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Adairsville,
263,1864,"May 18, 1864",Battle of Yellow Bayou,,Louisiana,C,Union,"Union and Confederate forces traded ground until both sides retired, with no valuable gain from either side.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Yellow_Bayou,
264,1864,"May 20, 1864",Battle of Ware Bottom Church,,Virginia,C,Confederate,Beauregard boxes Butler in.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Ware_Bottom_Church,
265,1864,"May 23 –26, 1864",Battle of North Anna,,Virginia,B,Inconclusive,"Lee outmaneuvers Grant, but because of illness, he is unable to capitalize.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_North_Anna,
266,1864,"May 24, 1864",Battle of Wilson's Wharf,,Virginia,D,Union,Confederates under Fitzhugh Lee defeated by two Union black regiments.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Wilson's_Wharf,
267,1864,"May 25 –26, 1864",Battle of New Hope Church,,Georgia,C,Confederate,Hooker's forces defeated.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_New_Hope_Church,
268,1864,"May 26 – June 4, 1864",Battle of Dallas (Georgia),,Georgia,C,Union,Confederate withdrawal in Georgia.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Dallas,
269,1864,"May 27, 1864",Battle of Pickett's Mill,,Georgia,C,Confederate,Unsuccessful attack by Sherman on Johnston.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Pickett's_Mill,
270,1864,"May 28, 1864",Battle of Haw's Shop,,Virginia,C,Union,Union advance halted.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Haw's_Shop,
271,1864,"May 28 –30, 1864",Battle of Totopotomoy Creek,,Virginia,B,Inconclusive,Union forces pushed back.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Totopotomoy_Creek,
272,1864,"May 30, 1864",Battle of Old Church,,Virginia,C,Union,Union forces drive Confederates back to Cold Harbor.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Old_Church,
273,1864,"May 31 – June 12, 1864",Battle of Cold Harbor,,Virginia,A,Confederate,"Lee repulses Grant, Confederate soldier says ""We felt it was murder, not war"".",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Cold_Harbor,
274,1864,"June 5, 1864",Battle of Piedmont,,Virginia,B,Union,"Union forces under David Hunter defeat Confederate defenses on march to Staunton, Virginia , upper Shenandoah Valley .",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Piedmont,
275,1864,"June 6, 1864",Battle of Old River Lake,,Arkansas,C,Union,Colton Greene failed to prevent Union advance.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Old_River_Lake,
276,1864,"June 6 – July 3, 1864",Battle of Marietta,,Georgia,B,Union,Confederates withdrew; Leonidas Polk † is killed.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Marietta,
277,1864,"June 9, 1864",First Battle of Petersburg,,Virginia,D,Confederate,Beauregard defeats Butler.,CWSAC-rated,https://en.wikipedia.org/wiki/First_Battle_of_Petersburg,
278,1864,"June 10, 1864",Battle of Brice's Crossroads,,Mississippi,B,Confederate,N.B. Forrest routs Union force almost three times as large.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Brice's_Crossroads,
279,1864,"June 11 –12, 1864",Battle of Cynthiana,,Kentucky,C,Union,"Union Brig. Gen. Stephen Gano Burbridge defeated Confederate Brig. Gen. John Hunt Morgan . Most Confederate soldiers were casualties, though Morgan escaped.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Cynthiana,
280,1864,"June 11 –12, 1864",Battle of Trevilian Station,,Virginia,B,Confederate,"Confederate victory, George Armstrong Custer nearly surrounded and has to be rescued by Sheridan.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Trevilian_Station,
281,1864,"June 15 –18, 1864",Second Battle of Petersburg,,Virginia,A,Confederate,Lee repulses Grant at back door to Richmond.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Petersburg,
282,1864,"June 17 –18, 1864",Battle of Lynchburg,,Virginia,B,Confederate,Fake Confederate reinforcements lead to Union retreat.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Lynchburg,
283,1864,"June 21 –24, 1864",Battle of Jerusalem Plank Road,,Virginia,B,Inconclusive,Union siege lines extended for Siege of Petersburg .,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Jerusalem_Plank_Road,
284,1864,"June 22, 1864",Battle of Kolb's Farm,,Georgia,C,Union,Confederate attack fails due to poor terrain conditions.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Kolb's_Farm,
285,1864,"June 24, 1864",Battle of Saint Mary's Church,,Virginia,D,Inconclusive,Union forces fight a successful delaying action.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Saint_Mary's_Church,
286,1864,"June 25, 1864",Battle of Staunton River Bridge,,Virginia,C,Confederate,Union troops failed to take the Staunton River Bridge.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Staunton_River_Bridge,
287,1864,"June 27, 1864",Battle of Kennesaw Mountain,,Georgia,B,Confederate,Johnston repulses Sherman.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Kennesaw_Mountain,
288,1864,"June 28, 1864",Battle of Sappony Church,,Virginia,D,Confederate,Union forces were forced into a chaotic retreat.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Sappony_Church,
289,1864,"June 29, 1864",First Battle of Ream's Station,,Virginia,C,Confederate,"Maj. Gen. William Mahone and Brig. Gen. Fitzhugh Lee defeated Union cavalry raiding Confederate railroads south of Petersburg, Virginia .",CWSAC-rated,https://en.wikipedia.org/wiki/First_Battle_of_Ream's_Station,
290,1864,"July 9, 1864",Battle of Monocacy (Battle of Monocacy Junction),,Maryland,B,Confederate,"Union Gen. Lew Wallace slows up Jubal Early, saving DC.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Monocacy,
291,1864,"July 11 –12, 1864",Battle of Fort Stevens,,District of Columbia,B,Union,"Failed Confederate attempt to capture Washington, D.C., President Lincoln , observing the battle, comes under Confederate fire.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Fort_Stevens,
292,1864,"July 14 –15, 1864",Battle of Tupelo,,Mississippi,B,Union,Confederate forces under Stephen D. Lee are defeated and Nathan Bedford Forrest is wounded in action.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Tupelo,
293,1864,"July 18 –19, 1864",Battle of Cool Spring,,Virginia,C,Confederate,Joseph Thoburn led a full retreat after being surrounded by Confederate forces.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Cool_Spring,
294,1864,"July 20, 1864",Battle of Peachtree Creek,,Georgia,B,Union,( Atlanta campaign ) First Confederate attack against Union forces north of Atlanta fails.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Peachtree_Creek,
295,1864,"July 20, 1864",Battle of Rutherford's Farm,,Virginia,D,Union,Confederates under Jubal Early caught by surprise and defeated.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Rutherford's_Farm,
296,1864,"July 22, 1864",Battle of Atlanta,,Georgia,B,Union,( Atlanta campaign ) Sherman turns back Hood's attack east of Atlanta.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Atlanta,
297,1864,"July 24, 1864",Second Battle of Kernstown,,Virginia,B,Confederate,Jubal Early defeats Union forces.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Kernstown,
298,1864,"July 27 –29, 1864",First Battle of Deep Bottom,,Virginia,C,Confederate,"Union forces besieged Confederate positions, but the Confederates held their ground.",CWSAC-rated,https://en.wikipedia.org/wiki/First_Battle_of_Deep_Bottom,
299,1864,"July 28, 1864",Battle of Ezra Church,,Georgia,B,Union,"( Atlanta campaign ) Confederate attack on Union army northwest of Atlanta fails to gain element of surprise, finding entrenched Union forces. Union victory.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Ezra_Church,
300,1864,"July 28 –29, 1864",Battle of Killdeer Mountain,,North Dakota ( Dakota Territory at the time),C,Union,Sioux Wars / Dakota War of 1862 : Union forces defeat Sioux .,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Killdeer_Mountain,
301,1864,"July 30, 1864",Battle of the Crater,,Virginia,A,Confederate,Lee defeats Burnside.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_the_Crater,
302,1864,"August 1, 1864",Battle of Folck's Mill,,Maryland,D,Inconclusive,Indecisive Civil War battle.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Folck's_Mill,
303,1864,"August 2 –23, 1864",Battle of Mobile Bay,,Alabama,A,Union,"David Farragut takes port, says ""Damn the torpedoes, full speed ahead"".",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Mobile_Bay,
304,1864,"August 5 –7, 1864",Battle of Utoy Creek,,Georgia,C,Inconclusive,( Atlanta campaign ) Indecisive battle on Union right flank near Atlanta.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Utoy_Creek,
305,1864,"August 7, 1864",Battle of Moorefield,,West Virginia,C,Union,"Union forces routed Confederates, forcing them to scatter from Moorefield.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Moorefield,
306,1864,"August 14 –15, 1864",Second Battle of Dalton,,Georgia,D,Union,Union forces withstand attack until relieved.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Dalton,
307,1864,"August 14 –20, 1864",Second Battle of Deep Bottom,,Virginia,B,Confederate,"The Confederates drove back the Union threat, but at a cost of diluting their forces as the Union had hoped.",CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Deep_Bottom,
308,1864,"August 16, 1864",Battle of Guard Hill,,Virginia,C,Inconclusive,"Federals successfully counterattacked against the Confederates, resulting in a chaotic Confederate retreat.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Guard_Hill,
309,1864,"August 18 –21, 1864",Battle of Globe Tavern,,Virginia,B,Union,Confederate forces lose control of railroads at Petersburg.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Globe_Tavern,
310,1864,"August 20, 1864",Battle of Lovejoy's Station,,Georgia,D,Confederate,Confederates repel Union raiders attacking the station.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Lovejoy's_Station,
311,1864,"August 21, 1864",Second Battle of Memphis,,Tennessee,C,Union,Partially successful Confederate raid.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Memphis,
312,1864,"August 21, 1864",Battle of Summit Point,,West Virginia,C,Inconclusive,Union and Confederate forces traded dominance at Summit Point.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Summit_Point,
313,1864,"August 25, 1864",Second Battle of Ream's Station,,Virginia,B,Confederate,Union lines overrun by Confederates.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Ream's_Station,
314,1864,"August 25 –29, 1864",Battle of Smithfield Crossing,,West Virginia,D,Inconclusive,"Confederate forces routed a small Union detachment, but a Union counterattacked stopped the Confederates; ultimately ending the last engagement in West Virginia of the Civil War.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Smithfield_Crossing,
315,1864,"August 31 – September 1, 1864",Battle of Jonesborough,,Georgia,A,Union,"William J. Hardee 's Confederates defeated, resulting in Atlanta's fall the following day.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Jonesborough,
316,1864,"September 3 –4, 1864",Battle of Berryville,,Virginia,C,Inconclusive,"At the same time Confederate Lt. Gen. Jubal A. Early sent Maj. Gen. Joseph B. Kershaw 's division to attack Colonel Joseph Thoburn 's division of the VIII Corps , and Kershaw initially routed Thoburn's left flank. Darkness ended the fighting. The next morning, Early, seeing the strength of the Union's entrenched line, retreated behind Opequon Creek .",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Berryville,
317,1864,"September 19, 1864",Battle of Opequon (Third Battle of Winchester),,Virginia,A,Union,"Sheridan defeats Early, several officers killed or wounded on both sides.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Opequon,
318,1864,"September 21 –22, 1864",Battle of Fisher's Hill,,Virginia,B,Union,Successful Union frontal assault.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Fisher's_Hill,
319,1864,"September 27, 1864",Battle of Fort Davidson (Battle of Pilot Knob),,Missouri,B,Union,Union forces detonate their own fort after losing to Confederates.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Fort_Davidson,
320,1864,"September 29 –30, 1864",Battle of Chaffin's Farm (New Market Heights),,Virginia,B,Union,"Union forces victorious, but fail to capture several forts.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Chaffin's_Farm,
321,1864,"September 30 – October 2, 1864",Battle of Peebles' Farm,,Virginia,B,Union,Union victory near Petersburg.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Peebles'_Farm,
322,1864,"October 1 –3, 1864",First Battle of Saltville,,Virginia,C,Confederate,"Confederates defeat Union Black Cavalry, war crimes committed against captured blacks.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Saltville_I,
323,1864,"October 5, 1864",Battle of Allatoona,,Georgia,B,Union,Union fortifications hold.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Allatoona,
324,1864,"October 7, 1864",Battle of Darbytown and New Market,,Virginia,C,Union,"John Gregg is killed, Confederates withdraw to Richmond .",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Darbytown_and_New_Market,
325,1864,"October 9, 1864",Battle of Tom's Brook,,Virginia,C,Union,Union cavalry defeats Confederates.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Tom's_Brook,
326,1864,"October 13, 1864",Battle of Darbytown Road,,Virginia,D,Confederate,Federal assault on Confederate fortifications repulsed with heavy casualties.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Darbytown_Road,
327,1864,"October 15, 1864",Battle of Glasgow,,Missouri,C,Confederate,Union forces surrender.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Glasgow_(1864),
328,1864,"October 19, 1864",Second Battle of Lexington,,Missouri,D,Confederate,Union forces driven out of town.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Lexington,
329,1864,"October 19, 1864",Battle of Cedar Creek,,Virginia,A,Union,"Sheridan defeats Early, drives Confederates from Shenandoah Valley.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Cedar_Creek,
330,1864,"October 21, 1864",Battle of Little Blue River,,Missouri,D,Confederate,Confederate victory in Missouri.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Little_Blue_River,
331,1864,"October 22 –23, 1864",Battle of Byram's Ford,,Missouri,B,Union,Confederates under Marmaduke defeated.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Byram's_Ford,
332,1864,"October 22, 1864",Second Battle of Independence,,Missouri,C,Inconclusive,Union forces occupy town.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Independence,
333,1864,"October 23, 1864",Battle of Westport,,Missouri,A,Union,Union forces win decisive battle to take control of Missouri.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Westport,
334,1864,"October 25, 1864",Battle of Marais des Cygnes,,Kansas,C,Union,Price's Confederates pursued into Kansas.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Marais_des_Cygnes,
335,1864,"October 25, 1864",Battle of Mine Creek,,Kansas,C,Union,"Price's army crushed, flees back into Missouri.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Mine_Creek,
336,1864,"October 25, 1864",Battle of Marmiton River,,Missouri,D,Union,Price escapes Union pursuit.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Marmiton_River,
337,1864,"October 26 –29, 1864",Battle of Decatur,,Alabama,C,Union,Confederates unable to cross river.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Decatur,
338,1864,"October 27 –28, 1864",Battle of Boydton Plank Road,,Virginia,B,Confederate,"Union forces take control of road, but withdraw after battle.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Boydton_Plank_Road,
339,1864,"October 27 –28, 1864",Battle of Fair Oaks & Darbytown Road,,Virginia,C,Confederate,Confederates repel a Union attack.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Fair_Oaks_&_Darbytown_Road,
340,1864,"October 28, 1864",Second Battle of Newtonia,,Missouri,B,Union,James G. Blunt defeats Joseph O. Shelby .,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Newtonia,
341,1864,"November 4 –5, 1864",Battle of Johnsonville,,Tennessee,B,Confederate,Confederates bombard Union forces during the night after a fire starts near union positions.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Johnsonville,
342,1864,"November 11 –13, 1864",Battle of Bull's Gap,,Tennessee,D,Confederate,Minor Confederate victory during U.S. Civil War.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Bull's_Gap,
343,1864,"November 22, 1864",Battle of Griswoldville,,Georgia,B,Union,Sherman's march to the sea continued.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Griswoldville,
344,1864,"November 24, 1864",Battle of Columbia,,Tennessee,C,Confederate,Confederates divert attention.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Columbia,
345,1864,"November 28, 1864",Battle of Buck Head Creek,,Georgia,C,Union,Union forces repel a Confederate attack.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Buck_Head_Creek,
346,1864,"November 29, 1864",Battle of Spring Hill,,Tennessee,B,Union,"Confederate mistakes allow Federal forces to redeploy, leading to the Battle of Franklin.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Spring_Hill,
347,1864,"November 29, 1864",Sand Creek massacre,,Colorado ( Colorado Territory at the time),B,Union,Colorado War : U.S. forces massacre Cheyenne and Arapaho .,CWSAC-rated,https://en.wikipedia.org/wiki/Sand_Creek_massacre,
348,1864,"November 30, 1864",Battle of Honey Hill,,South Carolina,C,Confederate,The third battle of Sherman's March to the Sea was a failed Union Army expedition under Maj. Gen. John P. Hatch that attempted to cut off the Charleston and Savannah Railroad in support of Sherman's projected arrival in Savannah.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Honey_Hill,
349,1864,"November 30, 1864",Battle of Franklin (1864),,Tennessee,A,Union,Hood attacks Schofield but suffers crushing losses; Pickett's Charge of the West .,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Franklin_(1864),
350,1864,"December 4, 1864","Battle of Waynesboro, Georgia",,Georgia,C,Union,Kilpatrick stops Wheeler from attacking Sherman.,CWSAC-rated,"https://en.wikipedia.org/wiki/Battle_of_Waynesboro,_Georgia",
351,1864,"December 5 –7, 1864",Third Battle of Murfreesboro,,Tennessee,D,Union,Confederate raid mostly unsuccessful.,CWSAC-rated,https://en.wikipedia.org/wiki/Third_Battle_of_Murfreesboro,
352,1864,"December 7 –27, 1864",First Battle of Fort Fisher,,North Carolina,C,Confederate,Failed Union attempt to take fort.,CWSAC-rated,https://en.wikipedia.org/wiki/First_Battle_of_Fort_Fisher,
353,1864,"December 13, 1864",Second Battle of Fort McAllister,,Georgia,B,Union,William B. Hazen captures Fort McAllister.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Fort_McAllister,
354,1864,"December 15 –16, 1864",Battle of Nashville,,Tennessee,A,Union,Thomas attacks and virtually destroys Hood's Confederate Army of Tennessee.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Nashville,
355,1864,"December 17 –18, 1864",Battle of Marion,,Virginia,D,Union,Union forces destroy beneficial infrastructure.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Marion,
356,1864,"December 20 –21, 1864",Second Battle of Saltville,,Virginia,C,Union,"Confederate forces retreated, and General George Stoneman 's troops entered the town and destroyed the saltworks.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Saltville_II,
357,1865,"January 13 –15, 1865",Second Battle of Fort Fisher,,North Carolina,A,Union,Union takes fort.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Fort_Fisher,
358,1865,"February 3, 1865",Battle of Rivers' Bridge,,South Carolina,D,Union,Union forces capture river crossing.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Rivers'_Bridge,
359,1865,"February 5 –7, 1865",Battle of Hatcher's Run,,Virginia,B,Union,Union force launch unexpected attack.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Hatcher's_Run,
360,1865,"February 22, 1865",Battle of Wilmington ( North Carolina ),,North Carolina,D,Union,Last Confederate port falls.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Wilmington,
361,1865,"March 2, 1865","Battle of Waynesboro, Virginia",,Virginia,B,Union,Remnants of Confederate Army of the Valley are destroyed.,CWSAC-rated,"https://en.wikipedia.org/wiki/Battle_of_Waynesboro,_Virginia",
362,1865,"March 6, 1865",Battle of Natural Bridge,,Florida,C,Confederate,Confederate victory in Florida prevents the capture of Tallahassee.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Natural_Bridge,
363,1865,"March 7 –10, 1865",Battle of Wyse Fork,,North Carolina,D,Union,Confederate attacks repelled by Union artillery.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Wyse_Fork,
364,1865,"March 10, 1865",Battle of Monroe's Cross Roads,,North Carolina,D,Inconclusive,Confederates delayed Federal Cavalry movement towards Fayetteville .,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Monroe's_Cross_Roads,
365,1865,"March 16, 1865",Battle of Averasborough,,North Carolina,C,Inconclusive,"Union and Confederate forces attack one another in turn, both attacks fail.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Averasborough,
366,1865,"March 19 –21, 1865",Battle of Bentonville,,North Carolina,A,Union,Sherman defeats Confederates,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Bentonville,
367,1865,"March 25, 1865",Battle of Fort Stedman,,Virginia,A,Union,Lee attempts to break siege.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Fort_Stedman,
368,1865,"March 27 – April 8, 1865",Battle of Spanish Fort,,Alabama,B,Union,Union forces capture fort just east of Mobile.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Spanish_Fort,
369,1865,"March 29, 1865",Battle of Lewis's Farm,,Virginia,C,Union,Union forces capture Confederate earthworks.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Lewis's_Farm,
370,1865,"March 31, 1865",Battle of White Oak Road,,Virginia,B,Union,Confederate forces under Richard H. Anderson defeated.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_White_Oak_Road,
371,1865,"March 31, 1865",Battle of Dinwiddie Court House,,Virginia,C,Confederate,Pickett defeats Sheridan.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Dinwiddie_Court_House,
372,1865,"April 1, 1865",Battle of Five Forks,,Virginia,A,Union,Sheridan routs Confederates.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Five_Forks,
373,1865,"April 2, 1865",Battle of Selma,,Alabama,B,Union,Wilson defeats Forrest.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Selma,
374,1865,"April 2, 1865",Third Battle of Petersburg,,Virginia,A,Union,Grant defeats Lee.,CWSAC-rated,https://en.wikipedia.org/wiki/Third_Battle_of_Petersburg,
375,1865,"April 2, 1865",Battle of Sutherland's Station,,Virginia,C,Union,Lee's supply lines are cut.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Sutherland's_Station,
376,1865,"April 3, 1865",Battle of Namozine Church,,Virginia,D,Inconclusive,"Several Confederates captured, Custer 's brother earns Medal of Honor.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Namozine_Church,
377,1865,"April 5, 1865",Battle of Amelia Springs,,Virginia,C,Inconclusive,"Confederates forced Union troops to retreat, however Union forces linked up and prevented another counter-attack.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Amelia_Springs,
378,1865,"April 6, 1865",Battle of Rice's Station,,Virginia,D,Union,Confederate forces are caught off guard by John Gibbon 's forces.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Rice's_Station,
379,1865,"April 6, 1865",Battle of Sayler's Creek (or Sailor's Creek),,Virginia,B,Union,Lee realizes his army is on the verge of defeat.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Sayler's_Creek,
380,1865,"April 6 –7, 1865",Battle of High Bridge,,Virginia,C,Inconclusive,"Union forces thwart Lee's attempts to burn bridges and to resupply, Grant proposes that Lee surrender, but he refuses.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_High_Bridge,
381,1865,"April 7, 1865",Battle of Cumberland Church,,Virginia,C,Confederate,"Union forces attack Confederate rearguard, but darkness cuts the attack short.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Cumberland_Church,
382,1865,"April 8, 1865",Battle of Appomattox Station,,Virginia,B,Union,Union forces thwart Lee's final attempt to resupply.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Appomattox_Station,
383,1865,"April 9, 1865",Battle of Appomattox Court House,,Virginia,A,Union,Lee's forces surrounded. He subsequently surrenders.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Appomattox_Court_House,
384,1865,"April 9 , 1865",Battle of Fort Blakeley,,Alabama,A,Union,Union forces capture fort east of Mobile.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Fort_Blakeley,
385,1865,"May 12 –13, 1865",Battle of Palmito Ranch,,Texas,D,Confederate,Last battle in Texas during final phases of the Civil War. Southernmost battle on land in Civil War.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Palmito_Ranch,
386,1861,"May 7, 1861",Battle of Gloucester Point,,Virginia,,Inconclusive,Earliest exchange of gunfire between the Union Navy and organized Rebel forces after the surrender of Fort Sumter,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Gloucester_Point_(1861),
387,1861,"June 1, 1861",Battle of Fairfax Court House (1861),,Virginia,,Inconclusive,First land skirmish of the war with fatal casualties.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Fairfax_Court_House_(1861),
388,1861,"June 1, 1861",Battle of Arlington Mills,,Virginia,,Inconclusive,Small skirmish in Arlington County just after Fairfax Court House,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Arlington_Mills,
